id;Date;HStart;HEnd;Summary;TD;Location;Description
398;2023-09-20:;08:00:00;10:00:00;Prog1;TP1;C5;::1ATP1:SIGURETARNAUD::(Updated:25/08/202313:32)
399;2023-10-23:;11:30:00;13:30:00;SAE12;TDB-PT;B6,B8;::1ATDB::(Updated:19/10/202313:39)
400;2023-09-21:;13:30:00;15:30:00;Math-Signal1;TDA;A8;::1ATDA:MATARHOUSSEIN::(Updated:25/09/202311:14)
401;2023-10-17:;13:30:00;15:30:00;SAE12;TDC;B3;::1ATDC:HERNANDEZSEBASTIEN::(Updated:05/10/202318:34)
402;2023-10-16:;06:00:00;08:00:00;Math-Signal1;TDC;A8;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
403;2023-11-20:;15:00:00;18:00:00;Archi-Sys1;TP5;C5;::1ATP5:PERRIOTROMAIN::(Updated:14/11/202310:28)
404;2023-09-26:;13:30:00;15:30:00;Prog1;TP3;B3;::1ATP3:ZAYENEMARIEM::(Updated:24/08/202319:27)
405;2024-01-19:;08:00:00;11:00:00;RLAN1;TP3;C1bis;::1ATP3:HERNANDEZSEBASTIEN::(Updated:18/12/202310:25)
406;2024-01-23:;07:00:00;09:00:00;PPP1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:27/11/202315:29)
407;2023-10-27:;11:30:00;13:30:00;Math-Signal1;TDB;A5bis;::1ATDB:COURSIMAULTDAVID::(Updated:23/10/202318:04)
408;2023-12-12:;07:00:00;09:00:00;Com1;TP2;B7;::1ATP2:GIRAUDNADINE::(Updated:09/11/202316:22)
409;2023-10-20:;11:30:00;13:30:00;Init-Rés1;TDC;B8;::1ATDC:FREITASANTONIO::(Updated:28/09/202311:50)
410;2023-10-17:;11:30:00;13:30:00;Syst1;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:28/09/202311:27)
411;2023-10-10:;14:00:00;17:00:00;Init-Rés1;TP4;B8;::1ATP4:FREITASANTONIO::(Updated:03/10/202317:53)
412;2023-11-08:;09:00:00;11:00:00;Syst1;TP2;C5;::1ATP2:JACQUETFREDERIQUE::(Updated:18/10/202310:24)
413;2023-12-18:;12:30:00;15:30:00;Archi-Sys1;TP1;C5;::1ATP1:PERRIOTROMAIN::(Updated:09/11/202317:17)
414;2024-01-31:;08:00:00;09:00:00;Internet2;Cours;A5-A5bis;::1A:JACQUETFREDERIQUE::(Updated:08/01/202417:51)
415;2023-09-21:;13:30:00;15:30:00;Prog1;TP3;B3;::1ATP3:ZAYENEMARIEM::(Updated:11/07/202317:14)
416;2024-01-08:;12:30:00;14:30:00;SAE14;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202316:17)
417;2023-10-27:;08:00:00;09:00:00;SAE11;TP5;B8;::1ATP5:JACQUETFREDERIQUE::(Updated:10/10/202313:16)
418;2023-10-02:;11:30:00;13:30:00;Archi-Sys1;TDB;A5;::1ATDB:JACQUETJEAN-PAUL::(Updated:25/09/202313:26)
419;2023-10-23:;11:30:00;13:30:00;Elec1;TDC;A5bis;::1ATDC:CAPALLERAFLORENCE::(Updated:10/10/202318:40)
420;2023-10-27:;11:30:00;12:30:00;SAE11;TP1;B8;::1ATP1:JACQUETFREDERIQUE::(Updated:10/10/202313:12)
421;2024-01-09:;15:00:00;17:00:00;SAE15;TP2;B3;::1ATP2:HAYEKFREDERIC::(Updated:27/11/202316:18)
422;2023-11-22:;09:00:00;11:00:00;SAE15;TDB-PT;B6,B4;::1ATDB::(Updated:15/11/202312:31)
423;2023-12-01:;09:00:00;11:00:00;Math-Trans1;TDC;A6;::1ATDC:BOUAYEDAYMENE::(Updated:27/11/202310:58)
424;2023-10-05:;08:00:00;10:00:00;Prog1;TP5;B8;::1ATP5:SIGURETARNAUD::(Updated:25/09/202313:39)
425;2023-11-28:;15:00:00;17:00:00;Anglais1;TP2;LabomultimédiaA105;::1ATP2:GORDONNATHALIE::(Updated:13/11/202313:03)
426;2023-11-10:;07:00:00;09:00:00;SAE12;TDC;B6;::1ATDC:HERNANDEZSEBASTIEN::(Updated:13/10/202311:38)
427;2023-11-28:;14:30:00;16:30:00;Gest_projet;TDC;B7;::1ATDC:MAYETKARINE::(Updated:20/11/202310:01)
428;2023-11-21:;08:00:00;11:00:00;Elec1;TP3;B1bis;::1ATP3:CAPALLERAFLORENCE::(Updated:16/10/202318:23)
429;2023-09-20:;06:00:00;08:00:00;Archi-Sys1;TDA;A5bis;::1ATDA:JACQUETJEAN-PAUL::(Updated:11/07/202317:13)
430;2023-09-26:;11:30:00;13:30:00;Init-Rés1;TDB;B8;::1ATDB:HERNANDEZSEBASTIEN::(Updated:25/09/202312:19)
431;2023-11-13:;14:30:00;16:30:00;Archi-Rés1;TDB;B3;::1ATDB:FREITASANTONIO::(Updated:14/11/202309:54)
432;2024-01-12:;12:30:00;14:30:00;RLAN1;TDA;C7;::1ATDA:FREITASANTONIO::(Updated:27/11/202316:03)
433;2023-10-10:;11:30:00;13:30:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:03/10/202317:56)
434;2023-10-12:;06:00:00;08:00:00;Math-Signal1;TDC;A8;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
435;2024-01-25:;09:00:00;11:00:00;Math-Trans1;Examen;SalleexamenMPC003;::1A:COURSIMAULTDAVID::(Updated:27/11/202315:54)
436;2023-10-05:;06:00:00;08:00:00;Math-Signal1;TDA;A6;::1ATDA:MATARHOUSSEIN::(Updated:25/09/202311:14)
437;2024-01-30:;08:00:00;09:00:00;BD2;Cours;A5-A5bis;::1A:HABACHIOUSSAMA::(Updated:08/01/202418:19)
438;2023-10-25:;12:30:00;13:30:00;SAE11;TP3;B8;::1ATP3:JACQUETFREDERIQUE::(Updated:10/10/202318:29)
439;2024-01-22:;08:00:00;11:00:00;SAE13;TP1;C1;::1ATP1:CAPALLERAFLORENCE::(Updated:27/11/202315:49)
440;2024-01-22:;15:00:00;18:00:00;RLAN1;TP2;C1bis;::1ATP2:FREITASANTONIO::(Updated:27/11/202315:00)
441;2023-12-13:;12:30:00;14:30:00;SAE14;TDC-PT;B4,B3;::1ATDC::(Updated:20/11/202310:17)
442;2024-01-18:;12:00:00;15:00:00;Archi-Rés1;TP2;C1bis;::1ATP2:HERNANDEZSEBASTIEN::(Updated:19/12/202310:33)
443;2024-01-31:;09:00:00;11:00:00;Prog2;TDA;B3;::1ATDA:ZAYENEMARIEM::(Updated:08/01/202418:25)
444;2023-09-29:;11:30:00;13:30:00;SAE11;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:24/08/202319:17)
445;2023-11-13:;12:30:00;14:30:00;SAE15;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:31/10/202317:58)
446;2023-11-14:;12:30:00;14:30:00;SAE15;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:31/10/202317:59)
447;2023-11-07:;07:30:00;08:30:00;Syst1;Examen;SalleexamenMPC003;::1A:JACQUETFREDERIQUE::(Updated:17/10/202315:50)
448;2023-09-13:;11:30:00;13:30:00;Prog1;TDB;B3;::1ATDB:SIGURETARNAUD::(Updated:10/07/202313:02)
449;2023-09-28:;13:30:00;15:30:00;SAE12;TP3;B8;::1ATP3:FREITASANTONIO::(Updated:03/10/202311:00)
450;2023-11-28:;09:30:00;10:30:00;Elec1;Examen;A5-A5bis;::1A:CAPALLERAFLORENCE::(Updated:15/11/202315:53)
451;2023-11-20:;08:00:00;11:00:00;Elec1;TP5;B1bis;::1ATP5:CAPALLERAFLORENCE::(Updated:31/10/202318:29)
452;2023-10-23:;11:30:00;13:30:00;Syst1;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:10/10/202313:24)
453;2023-12-08:;07:00:00;09:00:00;Math-Trans1;TDB;A5;::1ATDB:BENGANAFAYCAL::(Updated:25/10/202311:49)
454;2024-01-17:;12:30:00;14:30:00;Math-Trans1;TDC;A8;::1ATDC:MATARHOUSSEIN::(Updated:18/12/202315:30)
455;2023-09-19:;11:30:00;13:30:00;Com1;TDC;B7;::1ATDC:GIRAUDNADINE::(Updated:08/09/202317:17)
456;2023-10-09:;13:30:00;15:30:00;Web1;TDC;B1bis;::1ATDC:PERRIOTROMAIN::(Updated:25/09/202317:09)
457;2023-11-22:;07:00:00;09:00:00;SAE15;TP3;C5;::1ATP3:JACQUETFREDERIQUE::(Updated:27/11/202316:14)
458;2023-11-21:;12:00:00;15:00:00;Elec1;TP2;C1;::1ATP2:CAPALLERAFLORENCE::(Updated:15/11/202316:13)
459;2023-12-21:;12:30:00;14:30:00;SAE14;TDA-PT;B6,B3;::1ATDA::(Updated:05/12/202311:41)
460;2023-10-25:;14:30:00;17:30:00;Init-Rés1;TP1;B8;::1ATP1:BROSLAURENT::(Updated:28/09/202311:00)
461;2024-01-09:;12:30:00;14:30:00;SAE15;TDC-PT;C1bis,A5;::1ATDC::(Updated:19/12/202315:40)
462;2023-10-27:;11:00:00;13:00:00;Anglais1;TP5;B2;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:27/10/202310:34)
463;2023-10-02:;13:30:00;15:30:00;Anglais1;TDC;B2,LabomultimédiaA109;::1ATDC:BEIGNONDAGOSTINOLAURE::(Updated:27/09/202302:05)
464;2023-11-10:;09:00:00;11:00:00;Syst1;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:13/10/202311:11)
465;2023-09-14:;08:00:00;10:00:00;Prog1;TDB;B3;::1ATDB:SIGURETARNAUD::(Updated:10/07/202312:58)
466;2023-11-21:;12:30:00;14:30:00;SAE15;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:15/11/202316:13)
467;2023-11-08:;12:30:00;14:30:00;Anglais1;TP5;B2;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:29/10/202318:04)
468;2023-10-12:;08:00:00;10:00:00;Syst1;TP3;C5;::1ATP3:JACQUETFREDERIQUE::(Updated:03/10/202310:59)
469;2023-11-29:;08:00:00;11:00:00;Archi-Sys1;TP4;B3;::1ATP4:PERRIOTROMAIN::(Updated:09/11/202318:08)
470;2023-11-09:;14:30:00;16:30:00;Com1;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:27/10/202310:36)
471;2023-11-30:;12:30:00;14:30:00;Math-Trans1;TDA;A5bis;::1ATDA:COURSIMAULTDAVID::(Updated:27/11/202310:58)
472;2023-12-14:;12:30:00;14:30:00;Anglais1;TP2;LabomultimédiaA105;::1ATP2:GORDONNATHALIE::(Updated:13/11/202313:03)
473;2023-10-12:;06:00:00;08:00:00;Syst1;TP1;B3;::1ATP1:WEZLMICHAEL::(Updated:03/10/202311:25)
474;2023-09-25:;11:30:00;13:30:00;Telecom1;TDB;A5;::1ATDB:CAPALLERAFLORENCE::(Updated:24/09/202318:35)
475;2023-11-09:;09:00:00;11:00:00;SAE12;TDA;B3;::1ATDA:HERNANDEZSEBASTIEN::(Updated:18/10/202310:28)
476;2023-11-24:;07:00:00;09:00:00;Math-Trans1;TDB;A8;::1ATDB:BENGANAFAYCAL::(Updated:31/10/202318:44)
477;2024-01-23:;12:00:00;15:00:00;RLAN1;TP5;B8;::1ATP5:CHEBBISAMAR::(Updated:27/11/202315:29)
478;2024-02-02:;07:00:00;09:00:00;Math-Num2;TDA;A5;::1ATDA:BENGANAFAYCAL::(Updated:08/01/202418:12)
479;2023-11-16:;07:00:00;09:00:00;Web1;TDC;B8;::1ATDC:PERRIOTROMAIN::(Updated:12/11/202317:57)
480;2023-11-22:;09:00:00;11:00:00;SAE15;TP2;C5;::1ATP2:JACQUETFREDERIQUE::(Updated:27/11/202316:14)
481;2023-10-19:;11:30:00;13:30:00;Prog1;TP1;C5;::1ATP1:SIGURETARNAUD::(Updated:28/09/202311:07)
482;2023-12-19:;15:00:00;18:00:00;Archi-Rés1;TP4;B8;::1ATP4:FREITASANTONIO::(Updated:09/11/202316:46)
483;2023-11-09:;15:00:00;17:00:00;Elec1;TDC;A5;::1ATDC:CAPALLERAFLORENCE::(Updated:13/10/202311:42)
484;2023-10-17:;12:30:00;13:30:00;SAE11;TP1;B7;::1ATP1:GIRAUDNADINE::(Updated:28/09/202311:31)
485;2024-01-18:;12:30:00;14:30:00;SAE14;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:18/12/202310:27)
486;2023-12-01:;08:00:00;11:00:00;Archi-Sys1;TP3;C7;::1ATP3:PERRIOTROMAIN::(Updated:20/11/202310:14)
487;2023-09-25:;13:30:00;15:30:00;SAE11;TDC-PT;B1bis,C5;::1ATDC::(Updated:24/09/202318:33)
488;2024-01-19:;08:00:00;11:00:00;Archi-Rés1;TP5;C7;::1ATP5:FREITASANTONIO::(Updated:27/11/202314:54)
489;2023-11-08:;09:00:00;11:00:00;Syst1;TP1;B3;::1ATP1:WEZLMICHAEL::(Updated:07/11/202316:48)
490;2023-10-04:;08:00:00;10:00:00;Archi-Sys1;TDA;A5bis;::1ATDA:JACQUETJEAN-PAUL::(Updated:25/09/202313:01)
491;2023-09-12:;12:30:00;13:30:00;Init-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:08/09/202313:00)
492;2023-11-16:;12:30:00;14:30:00;Com1;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:16/10/202319:01)
493;2023-09-27:;12:00:00;14:00:00;Init-Rés1;TDA;B3;::1ATDA:FREITASANTONIO::(Updated:25/09/202312:18)
494;2023-11-30:;09:00:00;11:00:00;Syst1;TP2;C5;::1ATP2:JACQUETFREDERIQUE::(Updated:23/11/202310:34)
495;2023-11-15:;07:00:00;09:00:00;Web1;TDB;B3;::1ATDB:HABACHIOUSSAMA::(Updated:24/10/202313:43)
496;2023-11-13:;14:30:00;16:30:00;Anglais1;TP5;B2;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:16/10/202318:51)
497;2023-09-14:;07:00:00;08:00:00;Telecom1;Cours;A5-A5bis;::1A:CAPALLERAFLORENCE::(Updated:08/09/202312:57)
498;2023-11-16:;09:00:00;11:00:00;Syst1;TP4;C5;::1ATP4:WEZLMICHAEL::(Updated:16/10/202319:03)
499;2023-09-19:;13:30:00;15:30:00;Prog1;TDB;B3;::1ATDB:SIGURETARNAUD::(Updated:07/07/202313:33)
500;2024-01-09:;12:00:00;15:00:00;SAE13;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:27/11/202315:48)
501;2023-12-05:;12:30:00;14:30:00;SAE12;TDC-PT;B4,B3;::1ATDC::(Updated:27/11/202315:22)
502;2024-01-16:;07:00:00;09:00:00;SAE15;TP2;C5;::1ATP2:HAYEKFREDERIC::(Updated:27/11/202316:20)
503;2023-12-07:;09:00:00;11:00:00;Prog1;TP1;C5;::1ATP1:SIGURETARNAUD::(Updated:09/11/202312:58)
504;2023-11-30:;09:00:00;11:00:00;SAE14;TP4;B2;::1ATP4:BEIGNONDAGOSTINOLAURE::(Updated:23/11/202315:43)
505;2023-09-21:;06:00:00;08:00:00;Telecom1;TDC;A8;::1ATDC:CAPALLERAFLORENCE::(Updated:11/09/202316:34)
506;2023-11-22:;12:00:00;15:00:00;Elec1;TP1;B1bis;::1ATP1:CAPALLERAFLORENCE::(Updated:16/10/202318:23)
507;2023-11-20:;12:00:00;15:00:00;Archi-Sys1;TP3;C5;::1ATP3:PERRIOTROMAIN::(Updated:06/11/202317:58)
508;2023-10-23:;06:00:00;08:00:00;Elec1;TDB;A8;::1ATDB:CAPALLERAFLORENCE::(Updated:20/10/202317:02)
509;2024-01-18:;08:00:00;11:00:00;SAE13;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:27/11/202315:49)
510;2023-11-10:;12:30:00;14:30:00;Math-Signal1;TDB;A8;::1ATDB:COURSIMAULTDAVID::(Updated:13/10/202311:18)
511;2023-12-18:;12:30:00;14:30:00;SAE14;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:13/11/202317:19)
512;2023-12-12:;07:00:00;09:00:00;SAE14;TDB-PT;B3,C1bis;::1ATDB::(Updated:09/11/202316:42)
513;2023-11-08:;08:00:00;11:00:00;Init-Rés1;TP5;C1bis;::1ATP5:FREITASANTONIO::(Updated:29/10/202318:04)
514;2023-11-20:;09:00:00;11:00:00;Math-Trans1;TDB;A5bis;::1ATDB:BENGANAFAYCAL::(Updated:25/10/202311:47)
515;2023-12-14:;07:00:00;09:00:00;Archi-Rés1;Examen;SalleexamenMPC003;::1A:FREITASANTONIO::(Updated:02/11/202312:05)
516;2024-01-24:;07:00:00;09:00:00;Web1;Examen;SalleA135;::1ATDA:HABACHIOUSSAMA::(Updated:19/12/202310:47)
517;2024-01-16:;08:00:00;11:00:00;RLAN1;TP5;C1bis;::1ATP5:CHEBBISAMAR::(Updated:27/11/202315:41)
518;2023-12-07:;07:00:00;09:00:00;Anglais1;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:09/11/202316:00)
519;2023-10-26:;13:30:00;14:30:00;SAE11;TP2;B8;::1ATP2:JACQUETFREDERIQUE::(Updated:10/10/202318:29)
520;2023-10-16:;08:00:00;10:00:00;SAE13;TDC;B8;::1ATDC:COURSIMAULTDAVID::(Updated:13/11/202316:52)
521;2024-01-09:;15:00:00;18:00:00;Archi-Rés1;TP3;B8;::1ATP3:DELOSHUGO::(Updated:27/11/202314:52)
522;2023-10-10:;11:30:00;13:30:00;Anglais1;TDA;LabomultimédiaA105;::1ATDA:BEIGNONDAGOSTINOLAURE::(Updated:10/10/202312:21)
523;2023-12-05:;12:30:00;14:30:00;Gest_projet;TDB;A5;::1ATDB:MAYETKARINE::(Updated:20/11/202310:27)
524;2023-09-18:;13:30:00;15:30:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:07/07/202313:38)
525;2023-10-19:;08:00:00;10:00:00;Init-Rés1;TDB;B8;::1ATDB:HERNANDEZSEBASTIEN::(Updated:19/10/202311:08)
526;2023-10-04:;14:30:00;17:30:00;Init-Rés1;TP1;C1bis;::1ATP1:BROSLAURENT::(Updated:25/09/202313:00)
527;2023-10-20:;11:30:00;13:30:00;Prog1;TP4;B3;::1ATP4:PERRIOTROMAIN::(Updated:05/10/202318:47)
528;2024-01-22:;12:30:00;14:30:00;SAE15;TP5;B8;::1ATP5:HAYEKFREDERIC::(Updated:13/12/202311:42)
529;2024-02-01:;07:00:00;09:00:00;Internet2;TDA;A5bis;::1ATDA:JACQUETFREDERIQUE::(Updated:09/01/202410:25)
530;2023-10-09:;13:30:00;15:30:00;Anglais1;TDB;LabomultimédiaA109;::1ATDB:BEIGNONDAGOSTINOLAURE::(Updated:04/09/202313:48)
531;2023-10-26:;11:30:00;13:30:00;Anglais1;TP4;B2;::1ATP4:BEIGNONDAGOSTINOLAURE::(Updated:10/10/202318:24)
532;2023-11-23:;12:30:00;14:30:00;Anglais1;TP1;LabomultimédiaA105;::1ATP1:GORDONNATHALIE::(Updated:21/10/202313:33)
533;2024-01-15:;12:00:00;15:00:00;RLAN1;TP2;C7;::1ATP2:FREITASANTONIO::(Updated:27/11/202314:57)
534;2023-10-17:;13:30:00;14:30:00;SAE11;TP2;B7;::1ATP2:GIRAUDNADINE::(Updated:28/09/202311:31)
535;2023-10-02:;08:00:00;10:00:00;Init-Rés1;TDC;C5;::1ATDC:FREITASANTONIO::(Updated:25/09/202317:01)
536;2024-01-08:;12:00:00;15:00:00;RLAN1;TP1;C7;::1ATP1:CHEBBISAMAR::(Updated:27/11/202314:57)
537;2023-10-04:;08:00:00;10:00:00;Elec1;TDB;B3;::1ATDB:CAPALLERAFLORENCE::(Updated:25/09/202313:07)
538;2024-01-29:;12:30:00;13:30:00;Admin_Sys2;Cours;A5-A5bis;::1A:HERNANDEZSEBASTIEN::(Updated:09/01/202409:57)
539;2023-12-19:;08:00:00;11:00:00;SAE13;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:09/11/202317:00)
540;2023-10-19:;11:00:00;14:00:00;Init-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:05/10/202318:32)
541;2023-10-16:;12:30:00;13:30:00;SAE11;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:05/10/202318:47)
542;2023-12-07:;14:30:00;16:30:00;Anglais1;TP4;LabomultimédiaA105;::1ATP4:GORDONNATHALIE::(Updated:13/11/202313:03)
543;2023-10-26:;08:00:00;10:00:00;Prog1;TP3;B3;::1ATP3:ZAYENEMARIEM::(Updated:10/10/202318:34)
544;2023-10-16:;08:00:00;10:00:00;SAE13;TDB;A8;::1ATDB:CAPALLERAFLORENCE::(Updated:13/11/202316:54)
545;2023-10-09:;08:00:00;10:00:00;Prog1;TP5;B6;::1ATP5:SIGURETARNAUD::(Updated:25/09/202317:11)
546;2023-11-15:;15:00:00;18:00:00;Elec1;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:13/11/202309:42)
547;2024-01-10:;13:00:00;15:00:00;SAE12;TDA-PT;B8,B6;::1ATDA::(Updated:27/11/202315:55)
548;2023-09-12:;13:30:00;15:30:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:10/07/202313:02)
549;2023-10-10:;11:00:00;14:00:00;Init-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:06/10/202312:35)
550;2023-12-04:;14:30:00;16:30:00;SAE12;TDA-PT;C5,B3;::1ATDA::(Updated:28/11/202318:30)
551;2023-11-23:;12:30:00;14:30:00;Prog1;TP2;B1bis;::1ATP2:ZAYENEMARIEM::(Updated:06/11/202317:59)
552;2023-12-06:;08:00:00;11:00:00;Telecom1;TP3;C1;::1ATP3:CAPALLERAFLORENCE::(Updated:09/11/202312:48)
553;2023-12-19:;07:00:00;09:00:00;Prog1;TP2;B6;::1ATP2:ZAYENEMARIEM::(Updated:06/12/202309:27)
554;2023-09-22:;08:00:00;10:00:00;Init-Rés1;TDC;C5;::1ATDC:FREITASANTONIO::(Updated:25/09/202312:19)
555;2023-12-12:;12:00:00;15:00:00;Telecom1;TP2;C1;::1ATP2:CAPALLERAFLORENCE::(Updated:04/12/202314:36)
556;2024-01-26:;12:30:00;14:00:00;SAE12;TP3;C5;::1ATP3:FREITASANTONIO::(Updated:27/11/202315:52)
557;2023-11-14:;09:00:00;11:00:00;Math-Signal1;Examen;AMPHIB;::1A:COURSIMAULTDAVID::(Updated:09/11/202312:45)
558;2023-12-14:;12:00:00;15:00:00;Telecom1;TP1;C1;::1ATP1:CAPALLERAFLORENCE::(Updated:20/11/202310:17)
559;2023-11-13:;09:00:00;10:00:00;Math-Trans1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:16/10/202318:36)
560;2023-09-13:;14:00:00;16:00:00;Telecom1;TDC;A5bis;::1ATDC:CAPALLERAFLORENCE::(Updated:08/09/202317:34)
561;2023-10-11:;13:30:00;15:30:00;Com1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:28/09/202311:13)
562;2024-01-29:;10:00:00;11:00:00;Internet2;Cours;A5-A5bis;::1A:JACQUETFREDERIQUE::(Updated:08/01/202418:19)
563;2023-09-21:;08:00:00;10:00:00;Math-Signal1;TDC;A5bis;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
564;2023-11-10:;08:00:00;11:00:00;Elec1;TP2;B1bis;::1ATP2:CAPALLERAFLORENCE::(Updated:13/10/202311:34)
565;2023-09-18:;11:30:00;13:30:00;Init-Rés1;TDA;B8;::1ATDA:FREITASANTONIO::(Updated:25/09/202312:18)
566;2023-12-07:;08:00:00;11:00:00;Telecom1;TP5;C1;::1ATP5:CAPALLERAFLORENCE::(Updated:24/11/202311:29)
567;2024-01-19:;12:30:00;14:30:00;SAE15;TP1;B8;::1ATP1:HABACHIOUSSAMA::(Updated:18/12/202310:38)
568;2023-11-15:;12:30:00;14:30:00;Com1;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:16/10/202319:05)
569;2023-12-04:;09:00:00;11:00:00;Anglais1;TP5;LabomultimédiaA105;::1ATP5:GORDONNATHALIE::(Updated:03/12/202313:21)
570;2023-09-13:;06:00:00;08:00:00;Syst1;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:10/07/202312:49)
571;2023-11-24:;12:30:00;14:30:00;SAE14;TDB;B8;::1ATDB:HABACHIOUSSAMA::(Updated:06/11/202316:39)
572;2024-01-11:;09:00:00;11:00:00;SAE15;TP3;B3;::1ATP3:PERRIOTROMAIN::(Updated:09/01/202415:59)
573;2023-09-14:;11:30:00;13:30:00;Math-Signal1;TDB;A5;::1ATDB:COURSIMAULTDAVID::(Updated:11/09/202315:41)
574;2023-09-14:;11:30:00;13:30:00;Prog1;TDC;B3;::1ATDC:PERRIOTROMAIN::(Updated:12/09/202316:45)
575;2023-09-27:;08:00:00;10:00:00;Init-Rés1;TDC;B8;::1ATDC:FREITASANTONIO::(Updated:25/09/202312:19)
576;2023-09-18:;09:00:00;10:00:00;SAE12;Cours;A5-A5bis;::1A:HERNANDEZSEBASTIEN::(Updated:11/07/202317:10)
577;2023-10-19:;08:00:00;10:00:00;Syst1;TP1;B3;::1ATP1:WEZLMICHAEL::(Updated:16/10/202317:40)
578;2023-10-20:;08:00:00;10:00:00;Syst1;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:28/09/202311:10)
579;2023-10-24:;12:30:00;13:30:00;SAE11;TP4;B8;::1ATP4:JACQUETFREDERIQUE::(Updated:10/10/202313:34)
580;2023-12-19:;07:00:00;09:00:00;SAE14;TP1;B7;::1ATP1:GIRAUDNADINE::(Updated:09/11/202317:08)
581;2023-12-13:;08:00:00;10:00:00;Gest_projet;TDB;A5bis;::1ATDB:MAYETKARINE::(Updated:08/12/202310:51)
582;2023-10-26:;08:00:00;10:00:00;Prog1;TP5;B1bis;::1ATP5:SIGURETARNAUD::(Updated:11/10/202320:09)
583;2023-12-20:;15:00:00;18:00:00;Archi-Rés1;TP1;C1bis;::1ATP1:BROSLAURENT::(Updated:20/11/202310:36)
584;2023-10-24:;08:00:00;10:00:00;Anglais1;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:10/10/202313:22)
585;2023-12-04:;14:30:00;16:30:00;SAE12;TDB-PT;B4,C1bis;::1ATDB::(Updated:28/11/202318:30)
586;2023-12-20:;12:00:00;15:00:00;Archi-Sys1;TP2;C5;::1ATP2:PERRIOTROMAIN::(Updated:20/11/202310:36)
587;2023-09-19:;11:30:00;13:30:00;Prog1;TDA;B3;::1ATDA:SIGURETARNAUD::(Updated:11/07/202317:09)
588;2023-12-12:;12:30:00;14:30:00;Prog1;TP1;B6;::1ATP1:SIGURETARNAUD::(Updated:09/11/202316:20)
589;2023-10-11:;11:30:00;13:30:00;SAE13;TDB-PT;B6,B8;::1ATDB::(Updated:06/10/202311:22)
590;2023-09-29:;06:00:00;08:00:00;SAE11;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:18/09/202313:53)
591;2023-11-09:;14:30:00;16:30:00;Anglais1;TP1;LabomultimédiaA105;::1ATP1:GORDONNATHALIE::(Updated:21/10/202313:33)
592;2024-01-10:;12:30:00;14:30:00;SAE15;TP5;C5;::1ATP5:HAYEKFREDERIC::(Updated:13/12/202311:42)
593;2023-12-20:;07:00:00;09:00:00;Math-Trans1;TDC;A5bis;::1ATDC:MATARHOUSSEIN::(Updated:09/11/202317:07)
594;2023-10-10:;06:00:00;08:00:00;SAE12;TP2;C7;::1ATP2:ZAYENEMARIEM::(Updated:03/10/202317:54)
595;2024-01-18:;07:00:00;09:00:00;SAE15;TDA-PT;B6,B8;::1ATDA::(Updated:21/12/202313:00)
596;2023-09-28:;08:00:00;10:00:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:07/07/202313:12)
